Type,AISC_Manual_Label,W,A,d,bf,tw,tf,b/t,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J
WT,WT3X8,8.00,2.37,3.14,4.03,0.260,0.405,–,–,1.69,1.25,0.685,0.844,2.21,1.69,1.10,0.966,–,–,–,0.111
WT,WT3X6,6.00,1.78,3.02,4.00,0.230,0.280,–,–,1.32,1.01,0.564,0.862,1.50,1.16,0.748,0.918,–,–,–,0.0449
WT,WT3X4.5,4.50,1.34,2.95,3.94,0.170,0.215,–,–,0.950,0.720,0.408,0.842,1.10,0.856,0.557,0.905,–,–,–,0.0202
WT,WT3X4.25,4.25,1.26,2.92,3.94,0.170,0.195,–,–,0.905,0.700,0.397,0.848,0.995,0.778,0.505,0.890,–,–,–,0.0166
WT,WT2.5X9.5,9.50,2.78,2.58,5.03,0.270,0.430,–,–,1.01,0.970,0.485,0.604,4.56,2.76,1.81,1.28,–,–,–,0.157
WT,WT2.5X8,8.00,2.35,2.51,5.00,0.240,0.360,–,–,0.845,0.801,0.413,0.599,3.75,2.28,1.50,1.26,–,–,–,0.0958
WT,WT2X6.5,6.50,1.91,2.08,4.06,0.280,0.345,–,–,0.526,0.616,0.321,0.524,1.93,1.46,0.950,1.00,–,–,–,0.0750
MT,MT159X9.25,1170,159,159,95.2,3.18,6.35,–,–,47.9,26.4,51.1,0.416,13.7,8.78,18.9,–,–,–,10.2,0.00763
MT,MT159X8.65,1100,159,159,88.9,3.18,4.76,–,–,46.9,25.7,51.6,0.315,11.2,7.08,17.0,–,–,–,8.57,0.00720
MT,MT155X8.8,1120,152,152,79.4,4.76,6.35,–,–,47.4,26.4,49.8,0.226,9.42,5.80,14.2,–,–,–,10.4,0.00905
MT,MT155X8.05,1030,152,152,79.4,4.76,4.76,–,–,43.1,23.9,49.5,0.211,8.72,5.41,14.4,–,–,–,8.16,0.00671
MT,MT155X7.45,955,152,152,82.6,3.18,4.76,–,–,40.1,22.3,49.8,0.215,8.34,5.21,15.1,–,–,–,6.04,0.00542
MT,MT125X6.7,858,127,127,69.8,4.76,4.76,–,–,29.7,16.4,41.1,0.140,6.60,4.10,12.8,–,–,–,6.49,0.00371
MT,MT125X5.95,768,126,127,69.8,3.18,4.76,–,–,26.4,14.7,41.1,0.123,5.80,3.61,12.8,–,–,–,4.66,0.00266
MT,MT125X5.6,716,127,127,69.8,3.18,4.76,–,–,24.7,13.7,41.4,0.117,5.47,3.42,12.8,–,–,–,3.88,0.00213
MT,MT100X4.85,619,102,102,57.2,3.18,4.76,–,–,16.6,9.14,32.8,0.0783,4.33,2.70,11.3,–,–,–,3.82,0.00124
MT,MT100X4.6,588,102,102,57.2,3.18,4.76,–,–,15.8,8.73,32.8,0.0733,4.05,2.52,11.2,–,–,–,3.24,0.00108
MT,MT75X3.3,417,76.2,76.2,47.6,3.18,4.76,–,–,7.91,4.39,24.1,0.0373,2.54,1.59,9.50,–,–,–,2.06,0.000333
MT,MT75X2.75,352,75.2,76.2,50.8,3.18,3.18,–,–,6.70,3.70,24.0,0.0359,2.23,1.41,10.2,–,–,–,1.10,0.000202
MT,MT65X14.05,1790,63.5,63.5,127,7.94,11.1,–,–,16.9,8.65,15.7,1.81,43.6,28.5,32.0,–,–,–,64.9,0.0197
MT,MT50X4.45,565,48.3,47.6,95.2,3.18,4.76,–,–,3.95,2.18,12.5,0.305,9.64,6.31,23.5,–,–,–,3.83,0.000518
MT,MT6.25X6.2,6.20,1.82,6.27,3.75,0.155,0.228,–,–,7.29,2.92,1.61,2.01,1.00,0.839,0.536,0.746,–,–,–,0.0246
MT,MT6.25X5.8,5.80,1.70,6.25,3.50,0.155,0.211,–,–,6.94,2.86,1.57,2.03,0.756,0.684,0.432,0.669,–,–,–,0.0206
MT,MT6X5.9,5.90,1.74,6.00,3.07,0.177,0.225,–,–,6.61,2.89,1.61,1.96,0.543,0.575,0.354,0.561,–,–,–,0.0249
MT,MT6X5.4,5.40,1.59,5.99,3.07,0.160,0.210,–,–,6.03,2.63,1.46,1.95,0.506,0.532,0.330,0.566,–,–,–,0.0196
MT,MT6X5,5.00,1.48,5.99,3.25,0.149,0.180,–,–,5.62,2.45,1.36,1.96,0.517,0.509,0.318,0.594,–,–,–,0.0145
MT,MT5X4.5,4.50,1.33,5.00,2.69,0.157,0.206,–,–,3.47,1.81,1.00,1.62,0.336,0.403,0.250,0.505,–,–,–,0.0156
MT,MT5X4,4.00,1.19,4.98,2.69,0.141,0.182,–,–,3.08,1.61,0.894,1.62,0.296,0.354,0.220,0.502,–,–,–,0.0112
MT,MT5X3.75,3.75,1.11,5.00,2.69,0.130,0.173,–,–,2.91,1.51,0.836,1.63,0.281,0.334,0.209,0.505,–,–,–,0.00932
MT,MT4X3.25,3.25,0.959,4.00,2.28,0.135,0.189,–,–,1.57,1.01,0.558,1.29,0.188,0.264,0.165,0.444,–,–,–,0.00917
MT,MT4X3.1,3.10,0.911,4.00,2.28,0.129,0.177,–,–,1.50,0.967,0.533,1.29,0.176,0.247,0.154,0.441,–,–,–,0.00778
MT,MT3X2.2,2.20,0.647,3.00,1.84,0.114,0.171,–,–,0.579,0.483,0.268,0.949,0.0897,0.155,0.0973,0.374,–,–,–,0.00494
MT,MT3X1.85,1.85,0.545,2.96,2.00,0.0980,0.129,–,–,0.483,0.409,0.226,0.945,0.0863,0.136,0.0863,0.400,–,–,–,0.00265
MT,MT2.5X9.45,9.45,2.78,2.50,5.00,0.316,0.416,–,–,1.05,1.03,0.528,0.617,4.35,2.66,1.74,1.26,–,–,–,0.156
MT,MT2X3,3.00,0.875,1.90,3.80,0.130,0.160,–,–,0.208,0.241,0.133,0.493,0.732,0.588,0.385,0.926,–,–,–,0.00919
ST,ST305X90,11500,312,311,203,20.6,27.0,–,–,893,493,97.0,17.3,297,169,38.9,–,–,–,2660,7.38
ST,ST305X79,10100,312,311,200,15.9,27.0,–,–,710,395,94.5,16.0,274,160,39.9,–,–,–,2100,4.03
ST,ST305X74.5,9480,305,305,184,19.0,22.2,–,–,778,431,97.3,9.86,197,107,32.3,–,–,–,1570,5.24
ST,ST305X67,8520,305,305,181,15.9,22.2,–,–,674,370,96.3,9.28,184,103,33.0,–,–,–,1250,3.25
ST,ST305X59.5,7550,305,305,178,12.7,22.2,–,–,551,305,94.5,8.74,170,98.3,34.0,–,–,–,1020,1.86
ST,ST255X71.5,9100,259,257,184,20.6,23.8,–,–,605,333,80.8,10.4,205,114,33.8,–,–,–,1730,4.03
ST,ST255X64,8190,259,257,178,17.5,23.8,–,–,510,282,79.5,9.70,190,108,34.5,–,–,–,1370,2.46
ST,ST255X56,7100,254,254,162,15.9,20.6,–,–,469,259,80.0,6.16,137,75.7,29.5,–,–,–,949,1.94
ST,ST255X49.1,6260,254,254,159,12.7,20.6,–,–,383,211,78.7,5.70,126,71.9,30.2,–,–,–,741,1.08
ST,ST230X52,6650,229,229,159,17.5,17.5,–,–,411,229,72.9,4.99,117,62.9,27.4,–,–,–,841,1.89
ST,ST230X40.7,5170,229,229,152,11.1,17.5,–,–,283,157,70.9,4.33,99.3,56.5,29.0,–,–,–,483,0.607
ST,ST190X37,4740,191,190,143,14.3,15.9,–,–,229,127,59.7,3.24,81.8,45.2,26.2,–,–,–,437,0.542
ST,ST190X32,4060,191,190,140,11.1,15.9,–,–,177,98.2,58.2,2.97,74.4,42.4,26.9,–,–,–,318,0.267
ST,ST155X37,4730,152,152,140,17.5,17.5,–,–,180,99.0,47.0,3.24,84.6,46.5,26.2,–,–,–,566,0.529
ST,ST155X30.35,3850,152,152,133,11.1,17.5,–,–,126,70.0,45.2,2.81,72.6,42.1,26.9,–,–,–,350,0.211
ST,ST155X26,3300,152,152,130,11.1,14.3,–,–,117,64.7,46.5,2.05,55.7,31.8,24.9,–,–,–,218,0.149
ST,ST155X23.65,3000,152,152,127,9.52,14.3,–,–,97.3,54.1,45.2,1.94,52.8,30.6,25.4,–,–,–,182,0.0977
ST,ST125X26,3320,127,127,127,15.9,12.7,–,–,108,59.3,39.6,1.73,50.8,27.5,22.8,–,–,–,263,0.195
ST,ST125X18.9,2400,127,127,117,7.94,12.7,–,–,60.6,33.6,36.8,1.40,40.8,23.6,24.1,–,–,–,125,0.0465
ST,ST100X17,2180,102,102,105,11.1,11.1,–,–,52.3,28.8,31.0,0.887,30.2,16.7,20.2,–,–,–,113,0.0451
ST,ST100X13.7,1740,102,102,102,6.35,11.1,–,–,33.9,18.7,29.0,0.766,26.1,15.1,21.0,–,–,–,69.5,0.0172
ST,ST75X12.85,1630,76.2,76.2,92.1,11.1,9.52,–,–,30.3,16.7,23.2,0.475,19.2,10.5,17.1,–,–,–,75.3,0.0207
ST,ST75X9.3,1180,76.2,76.2,85.7,6.35,9.52,–,–,16.6,8.96,21.1,0.375,15.2,8.87,17.8,–,–,–,34.5,0.00529
ST,ST65X7.5,942,63.5,63.5,76.2,4.76,7.94,–,–,10.7,5.70,17.2,0.248,11.2,6.52,16.2,–,–,–,23.6,0.00269
ST,ST50X7.05,903,50.8,50.8,69.8,7.94,7.94,–,–,9.70,5.23,14.6,0.185,9.26,5.19,14.3,–,–,–,24.6,0.00267
ST,ST50X5.75,729,50.8,50.8,66.7,4.76,7.94,–,–,6.24,3.24,13.3,0.156,7.95,4.60,14.6,–,–,–,15.2,0.00123
ST,ST37.5X5.6,710,38.1,38.1,63.5,9.52,6.35,–,–,5.75,3.06,10.8,0.120,6.74,3.77,13.0,–,–,–,18.0,0.00133
ST,ST37.5X4.25,535,38.1,38.1,60.3,4.76,6.35,–,–,3.21,1.59,9.40,0.0928,5.37,3.15,13.2,–,–,–,8.99,0.000508
ST,ST12X60.5,60.5,17.8,12.3,8.05,0.800,1.09,–,–,259,54.5,30.1,3.82,41.5,18.1,10.3,1.53,–,–,–,6.38
ST,ST12X53,53.0,15.6,12.3,7.87,0.620,1.09,–,–,216,43.3,24.1,3.72,38.4,16.7,9.76,1.57,–,–,–,5.05
ST,ST12X50,50.0,14.7,12.0,7.25,0.745,0.870,–,–,215,47.5,26.3,3.83,23.7,12.0,6.55,1.27,–,–,–,3.76
ST,ST12X45,45.0,13.2,12.0,7.13,0.625,0.870,–,–,190,41.1,22.6,3.79,22.3,11.2,6.27,1.30,–,–,–,3.01
ST,ST12X40,40.0,11.7,12.0,7.00,0.500,0.870,–,–,162,33.6,18.6,3.72,21.0,10.4,6.00,1.34,–,–,–,2.44
ST,ST10X48,48.0,14.1,10.2,7.20,0.800,0.920,–,–,143,36.9,20.3,3.18,25.0,12.5,6.93,1.33,–,–,–,4.16
ST,ST10X43,43.0,12.7,10.2,7.06,0.660,0.920,–,–,124,31.1,17.2,3.13,23.3,11.6,6.59,1.36,–,–,–,3.30
ST,ST10X37.5,37.5,11.0,10.0,6.39,0.635,0.795,–,–,109,28.6,15.8,3.15,14.8,8.36,4.62,1.16,–,–,–,2.28
ST,ST10X33,33.0,9.70,10.0,6.26,0.505,0.795,–,–,92.9,23.4,12.9,3.10,13.7,7.70,4.39,1.19,–,–,–,1.78
ST,ST9X35,35.0,10.3,9.00,6.25,0.711,0.691,–,–,84.5,25.1,14.0,2.87,12.0,7.17,3.84,1.08,–,–,–,2.02
ST,ST9X27.35,27.35,8.02,9.00,6.00,0.461,0.691,–,–,62.3,17.3,9.60,2.79,10.4,6.06,3.45,1.14,–,–,–,1.16
ST,ST7.5X25,25.0,7.34,7.50,5.64,0.550,0.622,–,–,40.5,14.0,7.72,2.35,7.79,4.99,2.76,1.03,–,–,–,1.05
ST,ST7.5X21.45,21.45,6.30,7.50,5.50,0.411,0.622,–,–,32.9,10.8,5.99,2.29,7.13,4.54,2.59,1.06,–,–,–,0.765
ST,ST6X25,25.0,7.33,6.00,5.48,0.687,0.659,–,–,25.1,11.0,6.04,1.85,7.79,5.16,2.84,1.03,–,–,–,1.36
ST,ST6X20.4,20.4,5.96,6.00,5.25,0.462,0.659,–,–,18.9,7.71,4.27,1.78,6.74,4.43,2.57,1.06,–,–,–,0.842
ST,ST6X17.5,17.5,5.12,6.00,5.08,0.428,0.544,–,–,17.2,7.12,3.95,1.83,4.92,3.40,1.94,0.980,–,–,–,0.524
ST,ST6X15.9,15.9,4.65,6.00,5.00,0.350,0.544,–,–,14.8,5.94,3.30,1.78,4.66,3.22,1.87,1.00,–,–,–,0.438
ST,ST5X17.5,17.5,5.14,5.00,4.94,0.594,0.491,–,–,12.5,6.58,3.62,1.56,4.15,3.10,1.68,0.899,–,–,–,0.633
ST,ST5X12.7,12.7,3.72,5.00,4.66,0.311,0.491,–,–,7.79,3.70,2.05,1.45,3.36,2.49,1.44,0.950,–,–,–,0.300
ST,ST4X11.5,11.5,3.38,4.00,4.17,0.441,0.425,–,–,5.00,3.19,1.76,1.22,2.13,1.84,1.02,0.795,–,–,–,0.271
ST,ST4X9.2,9.20,2.70,4.00,4.00,0.271,0.425,–,–,3.49,2.07,1.14,1.14,1.84,1.59,0.922,0.827,–,–,–,0.167
ST,ST3X8.6,8.60,2.53,3.00,3.57,0.465,0.359,–,–,2.12,1.85,1.02,0.915,1.14,1.17,0.642,0.673,–,–,–,0.181
ST,ST3X6.25,6.25,1.83,3.00,3.33,0.232,0.359,–,–,1.26,1.01,0.547,0.831,0.901,0.930,0.541,0.702,–,–,–,0.0830
ST,ST2.5X5,5.00,1.46,2.50,3.00,0.214,0.326,–,–,0.671,0.650,0.348,0.677,0.597,0.686,0.398,0.638,–,–,–,0.0568
ST,ST2X4.75,4.75,1.40,2.00,2.80,0.326,0.293,–,–,0.462,0.592,0.319,0.575,0.444,0.565,0.317,0.564,–,–,–,0.0590
ST,ST2X3.85,3.85,1.13,2.00,2.66,0.193,0.293,–,–,0.307,0.381,0.198,0.522,0.374,0.485,0.281,0.576,–,–,–,0.0364
ST,ST1.5X3.75,3.75,1.10,1.50,2.51,0.349,0.260,–,–,0.200,0.351,0.187,0.426,0.289,0.411,0.230,0.513,–,–,–,0.0432
ST,ST1.5X2.85,2.85,0.830,1.50,2.33,0.170,0.260,–,–,0.114,0.196,0.0970,0.370,0.223,0.328,0.192,0.518,–,–,–,0.0216
